dt,WS,WD,Month,hours,dayofyear,target
2018-01-05 15:00:00,3.877816041310624,188.5592829386387,1,15,5,54.89660318692513
2018-01-05 16:00:00,3.999500830968215,230.177368164062,1,16,5,88.79874356587705
2018-01-05 17:00:00,3.70069098472595,267.14614868164034,1,17,5,44.525500853856336
2018-01-05 18:00:00,3.154619852701817,230.7391662597652,1,18,5,13.897559642791718
2018-01-05 19:00:00,3.821557720502213,231.69806671142555,1,19,5,90.12727959950745
2018-01-05 20:00:00,3.800276438395175,223.91311391194617,1,20,5,77.22258726755744
2018-01-05 21:00:00,3.15734748045603,251.01717122395783,1,21,5,9.85152880350748
2018-01-05 22:00:00,3.479840000470475,274.1835632324215,1,22,5,3.719108939170832
2018-01-05 23:00:00,2.749433517456048,250.51176706949832,1,23,5,0.0
2018-01-06 00:00:00,6.456461747487381,45.4267934163411,1,0,6,654.3647257486975
2018-01-06 01:00:00,5.671694993972771,48.4823582967122,1,1,6,409.963465372721
2018-01-06 02:00:00,6.144895315170284,48.73626009623207,1,2,6,561.0256856282548
2018-01-06 03:00:00,7.577673912048335,48.93592262268064,1,3,6,1189.8147583007794
2018-01-06 04:00:00,9.65616289774575,54.91143671671545,1,4,6,2120.6080118815066
2018-01-06 05:00:00,8.37233153978983,60.09581820170078,1,5,6,1534.5238444010367
