PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-03-28T15:00:00Z,2021-03-28T14:00:00Z,PT60M,2.2,109,75.3,1.7,59,0,0,59,57,59,11.7,96.7,0.5,983.9,313,7.6,71,0.14
2021-03-28T16:00:00Z,2021-03-28T15:00:00Z,PT60M,2.7,97,48.6,2.0,52,0,0,52,50,52,10.8,95.1,0.5,984.2,318,8.0,81,0.14
2021-03-28T17:00:00Z,2021-03-28T16:00:00Z,PT60M,3.1,86,65.6,2.0,4,0,0,4,3,4,10.4,92.7,0.5,984.6,324,7.5,90,0.14
2021-03-28T18:00:00Z,2021-03-28T17:00:00Z,PT60M,3.2,74,68.8,1.8,0,0,0,0,0,0,10.2,90.8,0.4,984.9,328,6.5,100,0.14
2021-03-28T19:00:00Z,2021-03-28T18:00:00Z,PT60M,3.2,62,66.8,1.6,0,0,0,0,0,0,10.1,89.4,0.4,985.1,327,5.5,109,0.14
2021-03-28T20:00:00Z,2021-03-28T19:00:00Z,PT60M,3.4,48,55.1,0.9,0,0,0,0,0,0,9.6,83.8,0.4,985.1,324,5.9,117,0.14
2021-03-28T21:00:00Z,2021-03-28T20:00:00Z,PT60M,3.3,32,47.5,-0.1,0,0,0,0,0,0,8.9,78.8,0.3,985.3,322,7.1,123,0.14
2021-03-28T22:00:00Z,2021-03-28T21:00:00Z,PT60M,2.7,15,49.0,-0.7,0,0,0,0,0,0,8.4,78.4,0.3,985.5,321,7.6,127,0.14
2021-03-28T23:00:00Z,2021-03-28T22:00:00Z,PT60M,2.3,-4,34.0,-1.0,0,0,0,0,0,0,8.2,79.0,0.3,985.7,320,7.5,128,0.14
2021-03-29T00:00:00Z,2021-03-28T23:00:00Z,PT60M,2.1,-23,51.0,-1.2,0,0,0,0,0,0,8.1,79.2,0.1,985.8,323,7.4,126,0.16
2021-03-29T01:00:00Z,2021-03-29T00:00:00Z,PT60M,1.9,-40,25.4,-1.2,0,0,0,0,0,0,8.2,79.6,0.0,985.8,324,7.4,121,0.16
2021-03-29T02:00:00Z,2021-03-29T01:00:00Z,PT60M,1.7,-55,25.7,-1.3,0,0,0,0,0,0,8.2,80.5,0.0,985.7,323,7.4,113,0.16
2021-03-29T03:00:00Z,2021-03-29T02:00:00Z,PT60M,1.4,-68,42.5,-1.4,0,0,0,0,0,0,7.9,81.1,0.0,985.9,325,7.0,105,0.16
2021-03-29T04:00:00Z,2021-03-29T03:00:00Z,PT60M,1.1,-79,56.8,-1.6,0,0,0,0,0,0,8.0,82.1,0.0,986.2,328,6.5,95,0.16
2021-03-29T05:00:00Z,2021-03-29T04:00:00Z,PT60M,1.2,-91,81.7,-1.5,9,0,0,9,9,9,8.4,82.3,0.0,986.5,329,6.4,86,0.16
2021-03-29T06:00:00Z,2021-03-29T05:00:00Z,PT60M,1.9,-102,32.5,-1.2,96,182,54,150,167,283,9.0,79.9,0.0,986.9,332,6.5,76,0.16
2021-03-29T07:00:00Z,2021-03-29T06:00:00Z,PT60M,3.2,-115,0.2,-0.7,86,723,289,375,481,811,9.7,75.2,0.0,987.3,338,6.9,67,0.16
2021-03-29T08:00:00Z,2021-03-29T07:00:00Z,PT60M,4.7,-129,4.1,-0.2,139,693,361,500,643,767,10.2,70.5,0.0,987.6,342,7.2,58,0.16
2021-03-29T09:00:00Z,2021-03-29T08:00:00Z,PT60M,6.0,-145,37.7,0.4,357,62,36,394,399,411,10.4,67.0,0.0,987.8,345,7.0,52,0.16
2021-03-29T10:00:00Z,2021-03-29T09:00:00Z,PT60M,7.1,-164,34.5,0.5,405,71,49,454,465,456,10.6,63.1,0.0,988.0,347,6.7,47,0.16
2021-03-29T11:00:00Z,2021-03-29T10:00:00Z,PT60M,7.8,175,8.5,0.4,229,610,420,650,827,656,10.7,59.7,0.0,988.2,349,6.4,46,0.16
2021-03-29T12:00:00Z,2021-03-29T11:00:00Z,PT60M,8.3,155,18.1,0.1,296,389,258,554,664,587,10.6,56.5,0.0,988.3,352,6.0,49,0.16
2021-03-29T13:00:00Z,2021-03-29T12:00:00Z,PT60M,8.5,137,28.7,-0.3,331,144,84,415,446,460,10.4,54.1,0.0,988.4,355,5.5,54,0.16
2021-03-29T14:00:00Z,2021-03-29T13:00:00Z,PT60M,8.6,122,12.9,-0.5,191,440,202,393,473,633,10.2,52.8,0.0,988.5,357,5.0,62,0.16
2021-03-29T15:00:00Z,2021-03-29T14:00:00Z,PT60M,8.7,109,9.4,-0.5,123,438,143,266,317,579,9.9,52.2,0.0,988.5,358,4.4,71,0.16
2021-03-29T16:00:00Z,2021-03-29T15:00:00Z,PT60M,8.1,97,5.2,-0.1,61,336,58,119,132,285,9.5,56.4,0.0,988.6,356,3.4,80,0.16
2021-03-29T17:00:00Z,2021-03-29T16:00:00Z,PT60M,6.5,85,28.0,0.1,8,21,2,10,9,14,9.1,63.5,0.0,988.9,348,2.6,90,0.16
2021-03-29T18:00:00Z,2021-03-29T17:00:00Z,PT60M,5.3,74,34.2,-0.2,0,0,0,0,0,0,8.6,67.9,0.0,989.3,343,2.7,100,0.16
2021-03-29T19:00:00Z,2021-03-29T18:00:00Z,PT60M,4.6,62,0.4,-0.3,0,0,0,0,0,0,8.0,70.3,0.0,989.5,347,2.6,109,0.16
2021-03-29T20:00:00Z,2021-03-29T19:00:00Z,PT60M,4.2,48,0.0,-0.6,0,0,0,0,0,0,7.3,71.3,0.0,989.5,354,2.5,117,0.16
2021-03-29T21:00:00Z,2021-03-29T20:00:00Z,PT60M,3.8,32,0.0,-0.9,0,0,0,0,0,0,6.6,71.7,0.0,989.6,0,2.3,123,0.16
2021-03-29T22:00:00Z,2021-03-29T21:00:00Z,PT60M,3.4,14,0.0,-1.1,0,0,0,0,0,0,6.3,71.9,0.0,989.7,8,2.0,127,0.16
2021-03-29T23:00:00Z,2021-03-29T22:00:00Z,PT60M,3.1,-4,0.0,-1.4,0,0,0,0,0,0,6.6,72.5,0.0,989.7,13,1.7,128,0.16
2021-03-30T00:00:00Z,2021-03-29T23:00:00Z,PT60M,2.8,-23,0.0,-1.5,0,0,0,0,0,0,7.3,73.5,0.0,989.6,16,1.4,125,0.15
2021-03-30T01:00:00Z,2021-03-30T00:00:00Z,PT60M,2.6,-40,0.0,-1.5,0,0,0,0,0,0,8.0,74.6,0.0,989.4,19,1.2,120,0.15
2021-03-30T02:00:00Z,2021-03-30T01:00:00Z,PT60M,2.3,-54,0.0,-1.5,0,0,0,0,0,0,8.6,75.9,0.0,989.4,30,1.1,113,0.15
2021-03-30T03:00:00Z,2021-03-30T02:00:00Z,PT60M,2.1,-67,0.0,-1.5,0,0,0,0,0,0,9.1,76.9,0.0,989.4,46,0.9,104,0.15
2021-03-30T04:00:00Z,2021-03-30T03:00:00Z,PT60M,1.9,-79,0.0,-1.6,0,0,0,0,0,0,9.4,77.6,0.0,989.5,70,0.9,95,0.15
2021-03-30T05:00:00Z,2021-03-30T04:00:00Z,PT60M,2.4,-91,3.7,-1.3,32,133,15,48,48,93,9.8,76.6,0.0,989.6,90,1.2,85,0.15
2021-03-30T06:00:00Z,2021-03-30T05:00:00Z,PT60M,4.0,-102,3.1,-0.7,76,475,125,201,240,515,10.1,71.8,0.0,989.7,104,1.3,76,0.15
2021-03-30T07:00:00Z,2021-03-30T06:00:00Z,PT60M,5.8,-115,0.0,-0.1,95,696,282,376,478,798,10.4,65.4,0.0,989.7,129,1.4,66,0.15
2021-03-30T08:00:00Z,2021-03-30T07:00:00Z,PT60M,7.5,-129,0.0,0.2,108,790,421,528,688,815,10.7,59.7,0.0,989.8,139,1.7,58,0.15
2021-03-30T09:00:00Z,2021-03-30T08:00:00Z,PT60M,8.9,-145,0.0,0.4,113,846,531,644,849,781,10.9,55.5,0.0,989.8,144,1.6,51,0.15
2021-03-30T10:00:00Z,2021-03-30T09:00:00Z,PT60M,9.9,-164,0.0,0.7,112,881,601,713,945,744,11.1,52.5,0.0,989.7,151,1.2,47,0.15
2021-03-30T11:00:00Z,2021-03-30T10:00:00Z,PT60M,10.8,175,0.0,0.8,110,889,617,727,966,734,11.3,50.0,0.0,989.5,149,0.8,46,0.15
2021-03-30T12:00:00Z,2021-03-30T11:00:00Z,PT60M,11.3,155,0.0,0.6,108,874,579,687,910,761,11.5,47.8,0.0,989.2,158,0.6,49,0.15
2021-03-30T13:00:00Z,2021-03-30T12:00:00Z,PT60M,11.4,137,0.0,0.4,107,830,488,594,780,801,11.8,46.6,0.0,988.7,189,0.3,54,0.15
2021-03-30T14:00:00Z,2021-03-30T13:00:00Z,PT60M,11.5,122,0.0,0.3,97,763,364,461,594,820,12.1,46.0,0.0,988.4,246,0.4,62,0.15
2021-03-30T15:00:00Z,2021-03-30T14:00:00Z,PT60M,11.4,108,0.0,0.2,80,644,217,298,370,734,12.6,46.3,0.0,988.1,283,0.6,70,0.15
2021-03-30T16:00:00Z,2021-03-30T15:00:00Z,PT60M,10.7,96,0.0,1.0,52,409,75,127,144,341,13.1,51.2,0.0,988.1,298,0.5,80,0.15
2021-03-30T17:00:00Z,2021-03-30T16:00:00Z,PT60M,9.4,85,37.6,1.4,8,16,1,9,9,14,13.6,57.3,0.0,988.1,285,0.3,90,0.15
2021-03-30T18:00:00Z,2021-03-30T17:00:00Z,PT60M,8.5,74,46.1,1.1,0,0,0,0,0,0,14.2,59.7,0.0,988.1,200,0.5,99,0.15
2021-03-30T19:00:00Z,2021-03-30T18:00:00Z,PT60M,8.2,61,35.8,1.3,0,0,0,0,0,0,14.9,61.7,0.0,988.0,193,1.1,108,0.15
2021-03-30T20:00:00Z,2021-03-30T19:00:00Z,PT60M,7.9,47,59.2,1.3,0,0,0,0,0,0,15.4,63.4,0.0,987.8,190,1.6,116,0.15
2021-03-30T21:00:00Z,2021-03-30T20:00:00Z,PT60M,7.6,32,41.8,1.5,0,0,0,0,0,0,15.9,65.2,0.0,987.5,189,2.2,123,0.15
2021-03-30T22:00:00Z,2021-03-30T21:00:00Z,PT60M,7.3,14,45.1,1.6,0,0,0,0,0,0,16.3,66.7,0.0,987.4,192,2.4,126,0.15
2021-03-30T23:00:00Z,2021-03-30T22:00:00Z,PT60M,7.0,-4,61.6,1.4,0,0,0,0,0,0,16.6,67.8,0.0,987.2,198,2.5,127,0.15
2021-03-31T00:00:00Z,2021-03-30T23:00:00Z,PT60M,6.6,-23,55.2,1.4,0,0,0,0,0,0,16.9,69.3,0.0,986.9,207,2.5,125,0.14
2021-03-31T01:00:00Z,2021-03-31T00:00:00Z,PT60M,6.3,-40,45.7,1.4,0,0,0,0,0,0,17.2,71.0,0.0,986.5,216,2.4,120,0.14
2021-03-31T02:00:00Z,2021-03-31T01:00:00Z,PT60M,6.4,-54,32.6,1.6,0,0,0,0,0,0,17.5,71.7,0.0,986.2,217,2.4,113,0.14
2021-03-31T03:00:00Z,2021-03-31T02:00:00Z,PT60M,6.6,-67,35.5,2.1,0,0,0,0,0,0,17.4,72.9,0.0,985.9,220,2.3,104,0.14
2021-03-31T04:00:00Z,2021-03-31T03:00:00Z,PT60M,6.5,-79,47.8,2.4,0,0,0,0,0,0,17.1,74.7,0.0,985.7,225,2.3,95,0.14
2021-03-31T05:00:00Z,2021-03-31T04:00:00Z,PT60M,6.4,-90,65.0,2.5,14,0,0,14,14,14,16.9,76.1,0.0,985.6,226,2.3,85,0.14
2021-03-31T06:00:00Z,2021-03-31T05:00:00Z,PT60M,6.4,-102,79.4,2.8,41,0,0,41,40,41,16.8,77.9,0.0,985.7,221,2.4,75,0.14
2021-03-31T07:00:00Z,2021-03-31T06:00:00Z,PT60M,6.6,-114,65.5,3.2,129,0,0,129,124,129,16.7,78.8,0.0,985.7,218,2.6,66,0.14
2021-03-31T08:00:00Z,2021-03-31T07:00:00Z,PT60M,7.1,-129,64.0,3.4,186,0,0,186,178,186,16.4,77.4,0.0,985.6,223,2.8,57,0.14
2021-03-31T09:00:00Z,2021-03-31T08:00:00Z,PT60M,7.8,-145,65.6,3.7,215,0,0,215,207,215,16.3,75.2,0.0,985.4,229,3.0,51,0.14
2021-03-31T10:00:00Z,2021-03-31T09:00:00Z,PT60M,8.6,-164,70.1,4.2,204,0,0,204,197,204,16.0,73.8,0.0,985.1,235,3.0,47,0.14
2021-03-31T11:00:00Z,2021-03-31T10:00:00Z,PT60M,9.3,175,68.0,4.9,223,0,0,223,215,223,15.8,73.8,0.0,984.7,246,2.8,46,0.14
2021-03-31T12:00:00Z,2021-03-31T11:00:00Z,PT60M,10.1,155,67.2,5.7,215,0,0,215,207,215,15.9,74.0,0.0,984.2,253,2.6,48,0.14
2021-03-31T13:00:00Z,2021-03-31T12:00:00Z,PT60M,10.8,137,75.7,6.3,140,0,0,140,134,140,16.2,74.0,0.0,983.5,253,2.4,54,0.14
2021-03-31T14:00:00Z,2021-03-31T13:00:00Z,PT60M,11.2,121,72.7,6.9,118,0,0,118,113,118,16.4,75.0,0.0,982.9,252,2.3,61,0.14
2021-03-31T15:00:00Z,2021-03-31T14:00:00Z,PT60M,11.1,108,65.6,7.4,93,0,0,93,89,93,16.7,77.7,0.0,982.4,243,2.1,70,0.14
2021-03-31T16:00:00Z,2021-03-31T15:00:00Z,PT60M,10.7,96,54.8,7.6,50,0,0,50,48,50,16.8,81.2,0.0,982.1,222,2.0,80,0.14
2021-03-31T17:00:00Z,2021-03-31T16:00:00Z,PT60M,10.0,85,47.5,7.5,6,0,0,6,6,6,16.7,84.4,0.0,981.9,208,2.3,90,0.14
2021-03-31T18:00:00Z,2021-03-31T17:00:00Z,PT60M,9.3,73,50.6,7.2,0,0,0,0,0,0,16.6,86.7,0.0,981.7,201,2.5,99,0.14
2021-03-31T19:00:00Z,2021-03-31T18:00:00Z,PT60M,9.0,61,53.5,7.1,0,0,0,0,0,0,16.6,87.9,0.0,981.5,194,2.5,108,0.14
2021-03-31T20:00:00Z,2021-03-31T19:00:00Z,PT60M,9.0,47,66.4,7.1,0,0,0,0,0,0,16.6,87.8,0.0,981.3,190,2.6,116,0.14
2021-03-31T21:00:00Z,2021-03-31T20:00:00Z,PT60M,9.0,32,72.4,7.1,0,0,0,0,0,0,16.4,87.8,0.0,981.0,189,2.7,122,0.14
2021-03-31T22:00:00Z,2021-03-31T21:00:00Z,PT60M,8.7,14,84.0,7.0,0,0,0,0,0,0,15.8,88.6,0.0,980.7,190,2.7,126,0.14
2021-03-31T23:00:00Z,2021-03-31T22:00:00Z,PT60M,8.5,-5,82.0,6.9,0,0,0,0,0,0,15.2,89.5,0.0,980.4,193,2.8,127,0.14
2021-04-01T00:00:00Z,2021-03-31T23:00:00Z,PT60M,8.4,-23,70.3,6.9,0,0,0,0,0,0,14.7,90.1,0.0,979.9,198,2.7,125,0.15
2021-04-01T01:00:00Z,2021-04-01T00:00:00Z,PT60M,8.3,-39,71.3,6.9,0,0,0,0,0,0,14.4,90.5,0.0,979.4,201,2.6,119,0.15
2021-04-01T02:00:00Z,2021-04-01T01:00:00Z,PT60M,8.2,-54,70.7,6.9,0,0,0,0,0,0,14.2,91.5,0.0,979.0,202,2.6,112,0.15
2021-04-01T03:00:00Z,2021-04-01T02:00:00Z,PT60M,8.1,-67,81.0,6.9,0,0,0,0,0,0,13.8,92.4,0.0,978.6,203,2.7,104,0.15
2021-04-01T04:00:00Z,2021-04-01T03:00:00Z,PT60M,8.1,-79,64.4,6.9,0,0,0,0,0,0,13.4,92.2,0.0,978.1,203,2.7,94,0.15
2021-04-01T05:00:00Z,2021-04-01T04:00:00Z,PT60M,8.1,-90,43.1,6.8,30,0,0,30,29,30,13.2,91.6,0.0,977.9,200,2.7,85,0.15
2021-04-01T06:00:00Z,2021-04-01T05:00:00Z,PT60M,8.4,-102,55.1,6.9,96,0,0,96,93,96,13.1,90.2,0.0,977.6,197,2.7,75,0.15
2021-04-01T07:00:00Z,2021-04-01T06:00:00Z,PT60M,8.9,-114,45.4,6.9,205,21,10,215,212,228,12.8,87.3,0.0,977.3,194,2.9,65,0.15
2021-04-01T08:00:00Z,2021-04-01T07:00:00Z,PT60M,10.1,-128,5.1,7.2,137,687,379,516,654,755,12.4,82.3,0.0,976.9,195,3.3,57,0.15
2021-04-01T09:00:00Z,2021-04-01T08:00:00Z,PT60M,12.3,-145,0.0,7.5,108,859,548,656,858,791,12.0,72.7,0.0,976.3,200,3.5,50,0.15
2021-04-01T10:00:00Z,2021-04-01T09:00:00Z,PT60M,14.6,-164,27.7,7.4,348,252,172,520,580,536,11.9,62.0,0.0,975.7,204,3.7,46,0.15
2021-04-01T11:00:00Z,2021-04-01T10:00:00Z,PT60M,16.0,175,32.4,6.9,405,131,92,497,528,499,12.1,54.7,0.0,975.0,205,3.9,45,0.15
2021-04-01T12:00:00Z,2021-04-01T11:00:00Z,PT60M,16.6,154,19.8,6.4,307,372,248,556,658,595,12.4,50.9,0.0,974.2,205,4.2,48,0.15
2021-04-01T13:00:00Z,2021-04-01T12:00:00Z,PT60M,16.8,136,3.2,6.2,151,720,427,578,739,767,12.6,49.7,0.0,973.4,203,4.5,53,0.15
2021-04-01T14:00:00Z,2021-04-01T13:00:00Z,PT60M,16.7,121,2.1,6.1,126,672,327,454,571,778,12.7,49.8,0.0,972.6,202,4.7,61,0.15
2021-04-01T15:00:00Z,2021-04-01T14:00:00Z,PT60M,16.2,108,0.6,6.4,99,570,197,296,358,697,12.6,52.3,0.0,971.9,200,4.7,70,0.15
2021-04-01T16:00:00Z,2021-04-01T15:00:00Z,PT60M,15.0,96,4.2,7.0,66,279,58,124,135,294,12.9,58.7,0.0,971.4,192,4.4,80,0.15
2021-04-01T17:00:00Z,2021-04-01T16:00:00Z,PT60M,13.1,84,84.6,7.1,5,0,0,5,5,5,14.6,67.0,0.0,970.9,182,4.2,89,0.15
2021-04-01T18:00:00Z,2021-04-01T17:00:00Z,PT60M,11.9,73,95.2,7.1,0,0,0,0,0,0,16.7,72.4,0.0,970.6,179,4.2,99,0.15
2021-04-01T19:00:00Z,2021-04-01T18:00:00Z,PT60M,11.5,61,88.1,7.0,0,0,0,0,0,0,17.5,73.7,0.0,970.1,187,4.6,108,0.15
2021-04-01T20:00:00Z,2021-04-01T19:00:00Z,PT60M,11.3,47,75.7,6.6,0,0,0,0,0,0,17.6,72.5,0.0,969.5,190,4.5,116,0.15
2021-04-01T21:00:00Z,2021-04-01T20:00:00Z,PT60M,11.1,31,83.6,6.5,0,0,0,0,0,0,18.0,73.0,0.0,969.1,186,3.5,122,0.15
2021-04-01T22:00:00Z,2021-04-01T21:00:00Z,PT60M,10.6,14,94.6,6.5,0,0,0,0,0,0,17.9,75.9,0.0,968.6,183,3.0,126,0.15
2021-04-01T23:00:00Z,2021-04-01T22:00:00Z,PT60M,10.0,-5,96.8,6.5,0,0,0,0,0,0,17.4,78.7,0.0,968.0,194,3.0,127,0.15
2021-04-02T00:00:00Z,2021-04-01T23:00:00Z,PT60M,9.6,-23,96.3,6.7,0,0,0,0,0,0,17.2,82.5,0.0,967.5,214,2.9,124,0.14
2021-04-02T01:00:00Z,2021-04-02T00:00:00Z,PT60M,9.3,-39,87.0,7.1,0,0,0,0,0,0,17.2,85.9,0.0,966.9,230,2.7,119,0.14
2021-04-02T02:00:00Z,2021-04-02T01:00:00Z,PT60M,9.2,-54,82.5,7.3,0,0,0,0,0,0,17.2,88.0,0.0,966.2,237,2.6,112,0.14
2021-04-02T03:00:00Z,2021-04-02T02:00:00Z,PT60M,9.2,-67,82.6,7.8,0,0,0,0,0,0,17.3,91.2,0.0,965.7,259,2.8,103,0.14
2021-04-02T04:00:00Z,2021-04-02T03:00:00Z,PT60M,9.2,-79,75.7,8.3,0,0,0,0,0,0,18.1,94.3,0.0,965.6,291,3.5,94,0.14
2021-04-02T05:00:00Z,2021-04-02T04:00:00Z,PT60M,9.5,-90,70.3,8.5,14,0,0,14,13,14,18.9,93.6,0.0,965.6,325,4.3,84,0.14
2021-04-02T06:00:00Z,2021-04-02T05:00:00Z,PT60M,9.5,-102,82.9,8.3,33,0,0,33,31,33,19.0,92.0,0.0,965.9,336,4.8,74,0.14
2021-04-02T07:00:00Z,2021-04-02T06:00:00Z,PT60M,9.1,-114,66.7,7.9,109,0,0,109,105,109,18.5,92.3,0.0,966.4,332,5.0,65,0.14
2021-04-02T08:00:00Z,2021-04-02T07:00:00Z,PT60M,8.5,-128,78.9,7.4,97,0,0,97,93,97,17.6,92.6,0.0,966.8,340,5.1,57,0.14
2021-04-02T09:00:00Z,2021-04-02T08:00:00Z,PT60M,8.3,-145,78.4,6.7,123,0,0,123,119,123,16.9,89.3,0.0,967.1,350,5.8,50,0.14
2021-04-02T10:00:00Z,2021-04-02T09:00:00Z,PT60M,7.9,-164,70.8,5.7,186,0,0,186,179,186,16.1,85.8,0.0,967.6,351,6.6,46,0.14
2021-04-02T11:00:00Z,2021-04-02T10:00:00Z,PT60M,7.0,175,65.9,4.7,229,0,0,229,220,229,15.1,85.4,0.0,968.1,350,6.6,45,0.14
2021-04-02T12:00:00Z,2021-04-02T11:00:00Z,PT60M,6.1,154,72.6,3.9,181,0,0,181,174,181,13.9,85.7,0.0,968.6,344,6.5,48,0.14
2021-04-02T13:00:00Z,2021-04-02T12:00:00Z,PT60M,5.5,136,78.1,3.1,128,0,0,128,123,128,13.0,84.3,0.0,969.0,340,6.3,53,0.14
2021-04-02T14:00:00Z,2021-04-02T13:00:00Z,PT60M,5.6,121,80.7,2.2,89,0,0,89,85,89,11.8,79.0,0.0,969.3,341,6.1,61,0.14
2021-04-02T15:00:00Z,2021-04-02T14:00:00Z,PT60M,5.6,107,62.3,1.2,114,0,0,114,109,114,9.4,73.4,0.0,969.4,346,6.0,70,0.14
2021-04-02T16:00:00Z,2021-04-02T15:00:00Z,PT60M,5.6,96,16.9,0.4,83,213,33,116,117,225,7.0,69.6,0.0,969.4,355,5.1,79,0.14
2021-04-02T17:00:00Z,2021-04-02T16:00:00Z,PT60M,4.8,84,18.8,0.0,11,58,5,17,14,30,6.4,71.2,0.0,969.4,2,3.5,89,0.14
2021-04-02T18:00:00Z,2021-04-02T17:00:00Z,PT60M,3.7,73,31.6,-0.2,0,0,0,0,0,0,6.7,75.7,0.0,969.8,358,2.1,99,0.14
2021-04-02T19:00:00Z,2021-04-02T18:00:00Z,PT60M,3.4,60,0.4,-0.3,0,0,0,0,0,0,6.8,76.6,0.0,970.3,334,1.6,108,0.14
2021-04-02T20:00:00Z,2021-04-02T19:00:00Z,PT60M,3.1,47,0.0,-0.5,0,0,0,0,0,0,6.8,76.8,0.0,970.4,308,1.7,116,0.14
2021-04-02T21:00:00Z,2021-04-02T20:00:00Z,PT60M,2.9,31,0.0,-0.8,0,0,0,0,0,0,7.0,76.9,0.0,970.5,306,2.0,122,0.14
2021-04-02T22:00:00Z,2021-04-02T21:00:00Z,PT60M,2.6,14,0.0,-1.0,0,0,0,0,0,0,7.0,77.1,0.0,970.4,315,2.2,125,0.14
2021-04-02T23:00:00Z,2021-04-02T22:00:00Z,PT60M,2.3,-5,4.5,-1.2,0,0,0,0,0,0,6.9,77.6,0.0,970.2,323,2.5,126,0.14
2021-04-03T00:00:00Z,2021-04-02T23:00:00Z,PT60M,2.0,-23,16.7,-1.4,0,0,0,0,0,0,6.8,78.3,0.0,970.1,327,2.6,124,0.15
2021-04-03T01:00:00Z,2021-04-03T00:00:00Z,PT60M,1.7,-39,3.1,-1.6,0,0,0,0,0,0,6.8,79.0,0.0,969.9,335,2.4,119,0.15
2021-04-03T02:00:00Z,2021-04-03T01:00:00Z,PT60M,1.4,-54,0.0,-1.8,0,0,0,0,0,0,6.6,79.2,0.0,969.6,340,2.1,112,0.15
2021-04-03T03:00:00Z,2021-04-03T02:00:00Z,PT60M,1.1,-67,0.0,-2.2,0,0,0,0,0,0,6.5,78.9,0.0,969.4,333,1.9,103,0.15
2021-04-03T04:00:00Z,2021-04-03T03:00:00Z,PT60M,0.9,-79,0.0,-2.4,0,1,0,1,0,1,6.3,78.4,0.0,969.2,332,1.7,94,0.15
2021-04-03T05:00:00Z,2021-04-03T04:00:00Z,PT60M,1.6,-90,23.1,-2.3,47,69,10,57,54,85,6.3,75.4,0.0,969.3,329,1.5,84,0.15
2021-04-03T06:00:00Z,2021-04-03T05:00:00Z,PT60M,3.2,-101,17.0,-2.1,107,342,102,208,233,457,6.3,67.8,0.0,969.6,316,1.5,74,0.15
2021-04-03T07:00:00Z,2021-04-03T06:00:00Z,PT60M,4.9,-114,2.0,-2.3,88,765,324,412,513,856,6.4,59.6,0.0,969.9,316,1.7,65,0.15
2021-04-03T08:00:00Z,2021-04-03T07:00:00Z,PT60M,6.5,-128,5.7,-2.5,129,739,415,543,687,795,6.6,52.4,0.0,969.9,323,1.7,56,0.15
2021-04-03T09:00:00Z,2021-04-03T08:00:00Z,PT60M,7.7,-145,0.1,-3.2,93,914,592,686,893,824,6.9,46.2,0.0,969.9,321,1.8,50,0.15
2021-04-03T10:00:00Z,2021-04-03T09:00:00Z,PT60M,8.2,-164,10.0,-3.9,210,666,466,676,854,703,7.2,42.3,0.0,969.9,316,2.2,45,0.15
2021-04-03T11:00:00Z,2021-04-03T10:00:00Z,PT60M,8.7,174,20.4,-4.1,315,410,293,607,724,611,7.7,40.2,0.0,970.0,314,2.2,45,0.15
2021-04-03T12:00:00Z,2021-04-03T11:00:00Z,PT60M,9.1,154,42.5,-4.2,396,28,20,416,410,417,8.0,38.7,0.0,969.9,307,2.3,47,0.15
2021-04-03T13:00:00Z,2021-04-03T12:00:00Z,PT60M,9.2,136,52.6,-4.4,298,0,0,298,286,298,8.2,38.1,0.0,969.8,299,2.4,53,0.15
2021-04-03T14:00:00Z,2021-04-03T13:00:00Z,PT60M,9.0,120,58.1,-4.4,207,0,0,207,199,207,8.5,38.5,0.0,969.7,297,2.3,60,0.15
2021-04-03T15:00:00Z,2021-04-03T14:00:00Z,PT60M,8.8,107,58.6,-4.2,133,0,0,133,128,133,8.4,39.4,0.0,969.7,299,1.9,69,0.15
2021-04-03T16:00:00Z,2021-04-03T15:00:00Z,PT60M,8.4,95,43.2,-3.2,85,0,0,85,81,85,8.1,43.9,0.0,969.6,303,1.3,79,0.15
2021-04-03T17:00:00Z,2021-04-03T16:00:00Z,PT60M,7.2,84,62.9,-2.8,10,0,0,10,10,10,7.8,49.0,0.0,969.8,299,0.8,89,0.15
2021-04-03T18:00:00Z,2021-04-03T17:00:00Z,PT60M,6.4,72,70.2,-3.0,0,0,0,0,0,0,7.7,50.9,0.0,970.3,319,1.2,98,0.15
2021-04-03T19:00:00Z,2021-04-03T18:00:00Z,PT60M,5.9,60,52.4,-2.7,0,0,0,0,0,0,7.8,53.9,0.0,970.8,337,1.7,107,0.15
2021-04-03T20:00:00Z,2021-04-03T19:00:00Z,PT60M,5.4,46,57.5,-2.6,0,0,0,0,0,0,7.8,56.6,0.0,971.1,348,2.0,115,0.15
2021-04-03T21:00:00Z,2021-04-03T20:00:00Z,PT60M,4.6,31,59.2,-2.0,0,0,0,0,0,0,7.7,62.3,0.0,971.3,352,2.9,121,0.15
2021-04-03T22:00:00Z,2021-04-03T21:00:00Z,PT60M,3.5,14,48.7,-1.1,0,0,0,0,0,0,7.6,71.7,0.0,971.5,0,3.5,125,0.15
2021-04-03T23:00:00Z,2021-04-03T22:00:00Z,PT60M,2.8,-5,49.8,-0.7,0,0,0,0,0,0,7.8,77.9,0.0,971.6,9,3.2,126,0.15
2021-04-04T00:00:00Z,2021-04-03T23:00:00Z,PT60M,2.3,-23,55.5,-0.5,0,0,0,0,0,0,8.1,81.4,0.0,971.7,1,3.0,123,0.15
